Business Name,City,County,Phone,Address,Business Type,Source,Notes
ART + FARM WINE,NAPA,Napa,,2185 SILVERADO TRAIL,Food Service,ABC License,Independent
ARTESA VINEYARDS & WINERY,NAPA,Napa,,1345 HENRY RD,Food Service,ABC License,Independent
ARTESA WINERY,NAPA,Napa,,1345 HENRY RD,Food Service,ABC License,Independent
ARTISAN WINES LLC,NAPA,Napa,,849 JACKSON ST,Food Service,ABC License,Independent
ASHES & DIAMONDS WINERY,NAPA,Napa,,4130 HOWARD LN,Food Service,ABC License,Independent
ATLAS PEAK WINE LAB,NAPA,Napa,,2431 ATLAS PEAK RD,Food Service,ABC License,Independent
ATLAS WINE COMPANY,NAPA,Napa,,841 LATOUR CT,Food Service,ABC License,Independent
AVA WINES  LLC,NAPA,Napa,,109 VALLEY CLUB CIR,Food Service,ABC License,Independent
AVINODOS WINES,NAPA,Napa,,901 ENTERPRISE WAY,Food Service,ABC License,Independent
AXIOS WINES,NAPA,Napa,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
AXIOS WINES INC,NAPA,Napa,,221 DEVLIN RD,Food Service,ABC License,Independent
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,NAPA,Napa,,2995 JEFFERSON ST,Food Service,ABC License,Independent
AZUR WINES,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,Independent
B TRUE WINES,NAPA,Napa,,5215 SOLANO AVE,Food Service,ABC License,Independent
BACK ROOM WINES,NAPA,Napa,,1546 1ST ST,Food Service,ABC License,Independent
BACKSTAGE WINERY,NAPA,Napa,,4162 BIG RANCH RD,Food Service,ABC License,Independent
BAR LUCIA,NAPA,Napa,,610 1ST ST,Bar,ABC License,Independent
BARBOUR VINEYARD WINES,NAPA,Napa,,104 CAMINO DORADO,Bar,ABC License,Independent
BARNHOUSE NAPA BREWS,NAPA,Napa,,1004 CLINTON ST,Bar,ABC License,Independent
BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,,33 HARLOW CT,Bar,ABC License,Independent
BAY WINE GROUP,NAPA,Napa,,55 ENTERPRISE CT,Food Service,ABC License,Independent
BELONG WINE CO,NAPA,Napa,,101 S COOMBS ST,Food Service,ABC License,Independent
BELONG WINE CO.,NAPA,Napa,,394 & 396 DEVLIN RD,Food Service,ABC License,Independent
BENCHMARK WINE GROUP,NAPA,Napa,,445 DEVLIN RD,Food Service,ABC License,Independent
BENCHMARK WINE GROUP  INC,NAPA,Napa,,1568 AIRPORT BLVD,Food Service,ABC License,Independent
BIAGI FAMILY WINES,NAPA,Napa,,787 AIRPARK RD,Food Service,ABC License,Independent
BLACK STALLION WINERY,NAPA,Napa,,4089 SILVERADO TRL,Food Service,ABC License,Independent
BLUE FROG WINERY,NAPA,Napa,,901 ENTERPRISE WAY,Food Service,ABC License,Independent
BOUNTY HUNTER RARE WINE & SPIRITS,NAPA,Napa,,975 1ST ST,Food Service,ABC License,Independent
BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,,1507 BANKS AVE,Food Service,ABC License,Independent
BRIAN EDWARD WINES,NAPA,Napa,,264 SILVERADO SPRINGS DR,Food Service,ABC License,Independent
BRIAN EDWARD WINES  LLC,NAPA,Napa,,303 DEER HOLLOW DR,Food Service,ABC License,Independent
BRILLIANT MISTAKE WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,Independent
BRONCO WINE COMPANY,NAPA,Napa,,33 HARLOW CT,Food Service,ABC License,Independent
BROOKMAN WINE CO,NAPA,Napa,,7850 SILVERADO TRL,Food Service,ABC License,Independent
BROWNS VALLEY MARKET INC,NAPA,Napa,,3263 BROWNS VALLEY RD,Food Service,ABC License,Independent
BUCKINGHAM WINES LLC,NAPA,Napa,,15 CHATEAU LN,Food Service,ABC License,Independent
BUNTER SPRING WINERY,NAPA,Napa,,1062 1ST AVE,Food Service,ABC License,Independent
BUONCRISTIANI WINE CO LLC,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,Independent
BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,,708 1ST ST,Food Service,ABC License,Independent
BUONCRISTIANI WINES,NAPA,Napa,,2275 SODA CANYON RD,Food Service,ABC License,Independent
BUSELLI FAMILY WINES,NAPA,Napa,,7764 SILVERADO TRL,Food Service,ABC License,Independent
BYRON KOSUGE WINES,NAPA,Napa,,1763 SYCAMORE ST,Food Service,ABC License,Independent
CA' MOMI; CA' MOMI WINERY,NAPA,Napa,,2125 CUTTINGS WHARF RD,Food Service,ABC License,Independent
CADET WINE & BEER BAR,NAPA,Napa,,928 - 932 FRANKLIN ST,Bar,ABC License,Independent
CADLE FAMILY WINES,NAPA,Napa,,1201 1ST ST,Food Service,ABC License,Independent
CALMERE ESTATE WINERY,NAPA,Napa,,2750 LAS AMIGAS RD,Food Service,ABC License,Independent
CANNATELLI WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,Independent
CARNEROS WINE COMPANY,NAPA,Napa,,1134 DEALY LN,Food Service,ABC License,Independent
CASPAR WINE,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,Independent
CASTLE BRIDGE WINES,NAPA,Napa,,45 ENTERPRISE CT,Food Service,ABC License,Independent
CATERWAUL WINES,NAPA,Napa,,144 GATEWAY RD E,Food Service,ABC License,Independent
CHAIX WINES,NAPA,Napa,,1204 MANLEY LN,Food Service,ABC License,Independent
CHARDONNAY GOLF CLUB,NAPA,Napa,,2555 JAMESON CANYON RD,Food Service,ABC License,Independent
CHETUPHON,NAPA,Napa,,155 GASSER DR,Food Service,ABC License,Independent
CHIMNEY ROCK WINERY,NAPA,Napa,,5350 SILVERADO TRL,Food Service,ABC License,Independent
CLIF FAMILY WINERY,NAPA,Napa,,4326 BIG RANCH RD,Food Service,ABC License,Independent
CLIF FAMILY WINERY AND FARM  LLC,NAPA,Napa,,40 HARLOW CT,Food Service,ABC License,Independent
COCKERELL FAMILY WINE ESTATES,NAPA,Napa,,1721 PARTRICK RD,Food Service,ABC License,Independent
COHO WINES,NAPA,Napa,,1470 SPROUL AVE,Food Service,ABC License,Independent
COLLEGIATE WINES,NAPA,Napa,,962 KAISER RD,Food Service,ABC License,Independent
COMPLINE WINE SHOP,NAPA,Napa,,1300 FIRST ST,Food Service,ABC License,Independent
CONNOISSEUR WINE AND SPIRITS CALIFORNIA,NAPA,Napa,,1907 N KELLY RD,Food Service,ABC License,Independent
CONSECRATION WINE LLC,NAPA,Napa,,849 JACKSON ST,Food Service,ABC License,Independent
COQUEREL FAMILY WINE ESTATES,NAPA,Napa,,2865 HILL TOP DR,Food Service,ABC License,Independent
CORRELATION WINES,NAPA,Napa,,708 1ST ST,Food Service,ABC License,Independent
COVALENCE WINE,NAPA,Napa,,831 LATOUR CT,Food Service,ABC License,Independent
COVENANT WINES,NAPA,Napa,,2511 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
CPX WINES,NAPA,Napa,,1509 BANKS AVE,Food Service,ABC License,Independent
CRISTIE KERR WINES,NAPA,Napa,,1463 1ST ST,Food Service,ABC License,Independent
CUMMINGS FAMILY WINES,NAPA,Napa,,918 ENTERPRISE WAY,Food Service,ABC License,Independent
CUVAISON WINERY,NAPA,Napa,,1221 DUHIG RD,Food Service,ABC License,Independent
CVS PHARMACY STORE 1804,NAPA,Napa,,675 TRANCAS ST,Food Service,ABC License,Independent
CVS PHARMACY STORE 9214,NAPA,Napa,,1558 TRANCAS ST,Food Service,ABC License,Independent
DA VE WINERY,NAPA,Napa,,2515 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
DALECIO FAMILY WINES  LLC,NAPA,Napa,,905 JEFFERSON ST,Food Service,ABC License,Independent
DARIOUSH WINERY,NAPA,Napa,,4240 SILVERADO TRL,Food Service,ABC License,Independent
DAVIN WINES,NAPA,Napa,,1997 MOLINA ST,Food Service,ABC License,Independent
DE RE WINES L.L.C.,NAPA,Napa,,1177 EGGLESTON ST,Food Service,ABC License,Independent
DEAN & DELUCA MARKETS LLC,NAPA,Napa,,68 COOMBS ST,Food Service,ABC License,Independent
DEARDEN WINES,NAPA,Napa,,2258 LAS AMIGAS RD,Food Service,ABC License,Independent
DELGADILLO WINE COMPANY,NAPA,Napa,,2812 SACRAMENTO ST,Food Service,ABC License,Independent
DESTINY FAMILY WINES,NAPA,Napa,,3295 VICHY AVE,Food Service,ABC License,Independent
DEUCES MARKET,NAPA,Napa,,1300 1STST,Food Service,ABC License,Independent
DJK WINE,NAPA,Napa,,4266 E 3RD AVE,Food Service,ABC License,Independent
DOI DA WINES,NAPA,Napa,,1373 SODA CANYON RD,Food Service,ABC License,Independent
DON PERICO RESTAURANT,NAPA,Napa,,1300 1ST ST,Restaurant,ABC License,Independent
DRM WINERY,NAPA,Napa,,1758 INDUSTRIAL WY,Food Service,ABC License,Independent
DRY FARM WINES,NAPA,Napa,,3222 CALIFORNIA BLVD,Food Service,ABC License,Independent
DVNO WINE,NAPA,Napa,,1907 N KELLY RD,Food Service,ABC License,Independent
EAGLE VINES GOLF CLUB,NAPA,Napa,,580 S KELLY RD,Food Service,ABC License,Independent
ECONOMY FOOD MARKET,NAPA,Napa,,1100 IMOLA AVE,Food Service,ABC License,Independent
EDGE WINES,NAPA,Napa,,4500 SILVERADO TRL,Food Service,ABC License,Independent
EHRLICH WINE VENTURES  LLC,NAPA,Napa,,7765 MONEY RD,Food Service,ABC License,Independent
EIKOS RESTAURANT,NAPA,Napa,,1385 NAPA TOWN CTR,Restaurant,ABC License,Independent
EL GUADALAJARA RESTAURANT,NAPA,Napa,,1520 SILVERADO TRL,Restaurant,ABC License,Independent
ELEVEN ELEVEN WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,Independent
ELLMAN FAMILY WINERY,NAPA,Napa,,1022 SODA CANYON RD,Food Service,ABC License,Independent
ELYSE WINERY,NAPA,Napa,,2100 HOFFMAN LN,Food Service,ABC License,Independent
EMMAUS  EMMAUS WINE  EMMAUS WINES,NAPA,Napa,,271 MONTE VISTA DR,Food Service,ABC License,Independent
EMPATHY WINES,NAPA,Napa,,110-122 CAMINO ORUGA,Food Service,ABC License,Independent
ENTERPRISE WINE COMPANY,NAPA,Napa,,910 ENTERPRISE WAY,Food Service,ABC License,Independent
EP WINE,NAPA,Napa,,270 KREUZER LN,Food Service,ABC License,Independent
ETUDE WINES,NAPA,Napa,,1250 CUTTINGS WHARF RD,Food Service,ABC License,Independent
ETXEA WINES,NAPA,Napa,,1049 LA GRANDE AVE,Food Service,ABC License,Independent
EUCLID WINES,NAPA,Napa,,4217 GRAPE VINE DR,Food Service,ABC License,Independent
EXCALIBUR WINE COMPANY,NAPA,Napa,,5230 COUNTRY LN,Food Service,ABC License,Independent
FAIRVIEW MARKET,NAPA,Napa,,1017 COOMBSVILLE RD,Food Service,ABC License,Independent
FALCOR WINE CELLARS,NAPA,Napa,,2785 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
FAR MOUNTAIN WINERY,NAPA,Napa,,1500 LOS CARNEROS AVE,Food Service,ABC License,Independent
FARELLA PARK VINEYARDS/FARELLA WINERY/FARELLA ESTA,NAPA,Napa,,2222 N 3RD AVE,Food Service,ABC License,Independent
FARM COLLECTIVE WINERY,NAPA,Napa,,394 & 396 DEVLIN RD,Food Service,ABC License,Independent
FATHIA WINES,NAPA,Napa,,39 EDGEFIELD CT,Food Service,ABC License,Independent
FAVIA WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,Independent
FAYARD WINEMAKING,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,Independent
FAYARD WINES,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,Independent
FAZERRATI'S PIZZA,NAPA,Napa,,1517 W IMOLA AVE,Food Service,ABC License,Independent
FE WINES,NAPA,Napa,,831 LATOUR CT,Food Service,ABC License,Independent
FESS PARKER WINERY,NAPA,Napa,,1227 1ST ST,Food Service,ABC License,Independent
FILIPPIS PIZZA GROTTO,NAPA,Napa,,645 1ST ST,Food Service,ABC License,Independent
FINE DISREGARD WINE COMPANY,NAPA,Napa,,41 LINNELL AVE,Food Service,ABC License,Independent
FIRST & FRANKLIN MARKETPLACE,NAPA,Napa,,1331 1ST ST,Food Service,ABC License,Independent
FOG MONSTER WINES,NAPA,Napa,,1827 CLAY ST,Food Service,ABC License,Independent
FOLEY FAMILY WINES,NAPA,Napa,,770 AIRPARK RD,Food Service,ABC License,Independent
FOLIO FINE WINE PARTNERS,NAPA,Napa,,550 GATEWAY DR,Food Service,ABC License,Independent
FOLIO WINE COMPANY,NAPA,Napa,,550 GATEWAY DR,Food Service,ABC License,Independent
FOLIO WINE PARTNERS,NAPA,Napa,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
FONTANELLA FAMILY WINERY,NAPA,Napa,,1721 PARTRICK RD,Food Service,ABC License,Independent
FOOD CITY MARKET,NAPA,Napa,,1807 OLD SONOMA RD,Food Service,ABC License,Independent
FORGE PIZZA NAPA,NAPA,Napa,,155 GASSER DR,Food Service,ABC License,Independent
FORGOTTEN UNION WINES,NAPA,Napa,,2287 KATHLEEN DR,Food Service,ABC License,Independent
FORTHRIGHT WINERY,NAPA,Napa,,144 GATEWAY RD E,Food Service,ABC License,Independent
FORTUNATI WINERY,NAPA,Napa,,980 SALVADOR AVE,Food Service,ABC License,Independent
FOUR DOORS WINE,NAPA,Napa,,5584 SILVERADO TRL,Food Service,ABC License,Independent
FREE FLOW WINES,NAPA,Napa,,2557 NAPA VALLEY CORPORATE DR,Food Service,ABC License,Independent
FREEDOM ESTATE WINE,NAPA,Napa,,707 MONTECITO BLVD,Food Service,ABC License,Independent
FRIDAS MEXICAN GRILL,NAPA,Napa,,1533 TRANCAS ST,Mexican Restaurant,ABC License,Independent
FUENTES WINE COMPANY,NAPA,Napa,,400 UNDERHILL DR,Food Service,ABC License,Independent
FULCRUM WINES,NAPA,Napa,,110-122 CAMINO ORUGA,Food Service,ABC License,Independent
FUME BISTRO & BAR,NAPA,Napa,,4050 BYWAY E,Bar,ABC License,Independent
G & G PRIVATE RESERVE WINES,NAPA,Napa,,1341 ORCHARD AVE,Food Service,ABC License,Independent
GADERIAN WINES,NAPA,Napa,,1041 LAUREL ST,Food Service,ABC License,Independent
GALLEGOS WINES/GALLEGOS FAMILY WINES/GALLEGOS FAMI,NAPA,Napa,,3628 SHELTER CREEK DR,Food Service,ABC License,Independent
GALLICA WINE,NAPA,Napa,,5215 SOLANO AVE,Food Service,ABC License,Independent
GEN 7 WINES,NAPA,Napa,,850 BORDEAUX WAY,Food Service,ABC License,Independent
GENOVA DELICATESSEN,NAPA,Napa,,1550 TRANCAS ST,Food Service,ABC License,Independent
GENTLEMAN FARMER WINES,NAPA,Napa,,1564 1ST ST,Food Service,ABC License,Independent
GESTALT WINE COMPANY,NAPA,Napa,,707 TECHNOLOGY WAY,Food Service,ABC License,Independent
GHOST OF AUTUMN WINE,NAPA,Napa,,2260 FIRST ST,Food Service,ABC License,Independent
GINA SCHOBER WINE MARKETING LLC,NAPA,Napa,,2127 EVA ST,Food Service,ABC License,Independent
GLASSMEN  LISH WINES,NAPA,Napa,,703 OAKVILLE CROSS RD,Food Service,ABC License,Independent
GLASSMEN WINES  LISH WINES,NAPA,Napa,,1640 SAN VICENTE AVE,Food Service,ABC License,Independent
GOLDEN STATE WINE & SPIRITS  LLC,NAPA,Napa,,855 BORDEAUX WY,Food Service,ABC License,Independent
GRACKLE WINE COMPANY,NAPA,Napa,,1019 OAK ST,Food Service,ABC License,Independent
GRAND NAPA WINERY,NAPA,Napa,,8461 SAINT HELENA HWY,Food Service,ABC License,Independent
GRASSI WINE COMPANY,NAPA,Napa,,1213 COOMBS ST,Food Service,ABC License,Independent
GREATER FOOL WINE,NAPA,Napa,,3323 CRAIGIE CT,Food Service,ABC License,Independent
GREER WINE,NAPA,Napa,,831 LATOUR CT,Food Service,ABC License,Independent
GRINDSTONE WINES LLC,NAPA,Napa,,130 CAMINO DORADO,Food Service,ABC License,Independent
GROTH VINEYARDS AND WINERY  LLC,NAPA,Napa,,908 ENTERPRISE WY,Food Service,ABC License,Independent
GUSTAVO WINE,NAPA,Napa,,1021 MCKINSTRY ST,Food Service,ABC License,Independent
HALBY MARKETING INC,NAPA,Napa,,175 TOWER RD,Food Service,ABC License,Independent
HALL WINERY,NAPA,Napa,,605 1ST ST,Food Service,ABC License,Independent
HALL WINES LLC,NAPA,Napa,,1564 AIRPORT BLVD,Food Service,ABC License,Independent
HAMILTON WINE COLLECTIVE,NAPA,Napa,,4500 SILVERADO TRL,Food Service,ABC License,Independent
HANDWRITTEN WINES  LLC,NAPA,Napa,,25 ENTERPRISE CT,Food Service,ABC License,Independent
HARBISON WINES,NAPA,Napa,,7601 SILVERADO TRL,Food Service,ABC License,Independent
HARPER'S CLUB,NAPA,Napa,,2310 LAUREL ST,Food Service,ABC License,Independent
HEITZ WINE CELLARS,NAPA,Napa,,5445 SOLANO AVE,Food Service,ABC License,Independent
HENDRICKSON FAMILY WINERY,NAPA,Napa,,1300 4TH AVE,Food Service,ABC License,Independent
HENDRY WINERY,NAPA,Napa,,3104 REDWOOD RD,Food Service,ABC License,Independent
HERENCIA WINE COMPANY,NAPA,Napa,,880 VALLEJO ST,Food Service,ABC License,Independent
HERSLY WINES,NAPA,Napa,,4423 MORSE CT,Food Service,ABC License,Independent
HESPERIAN WINES,NAPA,Napa,,3189 ATLAS PEAK RD,Food Service,ABC License,Independent
HESS COLLECTION WINERY THE,NAPA,Napa,,4411 REDWOOD RD,Food Service,ABC License,Independent
HIGHLANDS WINERY,NAPA,Napa,,5225 SOLANO AVE,Food Service,ABC License,Independent
HOBEL WINES,NAPA,Napa,,1420 MILTON RD,Food Service,ABC License,Independent
HOFFMANN FAMILY WINERY,NAPA,Napa,,2275 SODA CANYON RD,Food Service,ABC License,Independent
HOPE & GRACE WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,Independent
HOSSFELD VINEYARDS WINE CO.,NAPA,Napa,,2139 PENNY LANE,Food Service,ABC License,Independent
HOUNDSTOOTH WINE,NAPA,Napa,,1050 SUNSET RD,Food Service,ABC License,Independent
HOUSLEY'S RANCH MARKET INC,NAPA,Napa,,4215 SOLANO AVE,Food Service,ABC License,Independent
HUB & SPOKE WINE CO,NAPA,Napa,,4326 BIG RANCH RD,Food Service,ABC License,Independent
HUDSON WINES,NAPA,Napa,,5398 CARNEROS HWY,Food Service,ABC License,Independent
I NAPA WINE,NAPA,Napa,,4082 ATLAS PEAK RD,Food Service,ABC License,Independent
IMMIX WINES / AMPLEUR CELLARS  LLC,NAPA,Napa,,2447 MACLENNAN ST,Food Service,ABC License,Independent
INNER CIRCLE WINE LLC,NAPA,Napa,,537 MONTECITO BLVD,Food Service,ABC License,Independent
INNOVATUS  WINEFORNIA,NAPA,Napa,,2275 SODA CANYON RD,Food Service,ABC License,Independent
INSPIRATION WINE COMPANY,NAPA,Napa,,101 S COOMBS ST,Food Service,ABC License,Independent
ITALICS WINEGROWERS,NAPA,Napa,,40 RAPP LN,Food Service,ABC License,Independent
J AND J WINERY INC,NAPA,Napa,,576 GATEWAY DR,Food Service,ABC License,Independent
J.A.C.K. WINES,NAPA,Napa,,4310 ATLAS PEAK RD,Food Service,ABC License,Independent
J3 WINE PARTNERS LLC,NAPA,Napa,,5584 SILVERADO TRL,Food Service,ABC License,Independent
JACK WINES,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,Independent
JACKSON FAMILY WINES INC,NAPA,Napa,,3875 MOUNT VEEDER RD,Food Service,ABC License,Independent
JACKSON STREET WINE WAREHOUSE LLC,NAPA,Napa,,849 JACKSON ST,Food Service,ABC License,Independent
JACOB FRANKLIN WINES,NAPA,Napa,,800 SCHOOL ST,Food Service,ABC License,Independent
JAFFE FAMILY WINES,NAPA,Napa,,1031 MCKINSTRY ST,Food Service,ABC License,Independent
JAMES COLE WINERY,NAPA,Napa,,5014 SILVERADO TRL,Food Service,ABC License,Independent
JAVIER RENTERIA & FAMILY WINES,NAPA,Napa,,63 LUKE DR,Food Service,ABC License,Independent
JEFFERSON CAFE,NAPA,Napa,,3070 JEFFERSON ST,Restaurant,ABC License,Independent
JEFFERSON MARKET,NAPA,Napa,,1704 JEFFERSON ST,Food Service,ABC License,Independent
JH WINE CONSULTING,NAPA,Napa,,962 KAISER RD,Food Service,ABC License,Independent
JLN WINE COMPANY LLC,NAPA,Napa,,20 BEECHWOOD CT,Food Service,ABC License,Independent
JW THOMAS WINES,NAPA,Napa,,2750 LAS AMIGAS RD,Food Service,ABC License,Independent
K.R. III NAPA WINES LLC,NAPA,Napa,,5225 SOLANO AVE,Food Service,ABC License,Independent
KALE WINES,NAPA,Napa,,78 SPRING ST,Food Service,ABC License,Independent
KANPAI WINES,NAPA,Napa,,3175 DRY CREEK RD,Food Service,ABC License,Independent
KANPAI WINES LLC,NAPA,Napa,,4120 DRY CREEK RD,Food Service,ABC License,Independent
KASTEN FAMILY WINES,NAPA,Napa,,308 ASHLAR DR,Food Service,ABC License,Independent
KAZUMI WINES,NAPA,Napa,,45 ENTERPRISE CT,Food Service,ABC License,Independent
KEEVER VINEYARDS AND WINERY,NAPA,Napa,,26 VINEYARD VIEW DR,Food Service,ABC License,Independent
KEPLINGER WINES,NAPA,Napa,,1221 DUHIG RD,Food Service,ABC License,Independent
KERNEL WINE,NAPA,Napa,,4130 HOWARD LN,Food Service,ABC License,Independent
KING OF CLUBS,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,Independent
KINGSMARK WINE,NAPA,Napa,,7633 SILVERADO TRL,Food Service,ABC License,Independent
KITCHEN DOOR,NAPA,Napa,,1300 1ST ST,Food Service,ABC License,Independent
KITSON WINES,NAPA,Napa,,2253 DRY CREEK RD,Food Service,ABC License,Independent
KNA WINES,NAPA,Napa,,68 FOREST DR,Food Service,ABC License,Independent
KNIGHTS BRIDGE WINERY  LLC,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,Independent
KONGSGAARD WINE,NAPA,Napa,,4375 ATLAS PEAK RD,Food Service,ABC License,Independent
KRAEMER FAMILY WINES,NAPA,Napa,,1221 DUHIG RD,Food Service,ABC License,Independent
L & C WINE COUNTRY OPERATIONS,NAPA,Napa,,1006 MONTICELLO RD,Food Service,ABC License,Independent
L & C WINE COUNTRY OPERATIONS LLC,NAPA,Napa,,1006 MONTICELLO RD,Food Service,ABC License,Independent
L'ENVOLEE WINES,NAPA,Napa,,43 WINDSOR CT,Food Service,ABC License,Independent
LA CAVE WINES AND SPIRITS,NAPA,Napa,,1085 EAST AVE,Food Service,ABC License,Independent
LA MORENITA MARKET,NAPA,Napa,,2434 JEFFERSON ST,Food Service,ABC License,Independent
LA PELLE WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,Independent
LA TAPATIA MARKET NO 2,NAPA,Napa,,504 BROWN ST,Food Service,ABC License,Independent
LA TAQUIZA FISH TACOS,NAPA,Napa,,2007 REDWOOD RD,Mexican Restaurant,ABC License,Independent
LABRY FAMILY WINES,NAPA,Napa,,1250 BELLA OAKS LN,Food Service,ABC License,Independent
LAIRD WINE SERVICES,NAPA,Napa,,305 TECHNOLOGY WAY,Food Service,ABC License,Independent
LAIRD WINE STUDIO,NAPA,Napa,,3105 SILVERADO TRL,Food Service,ABC License,Independent
LANTHANIDE WINES,NAPA,Napa,,4408 JEFFERSON CT,Food Service,ABC License,Independent
LAWER FAMILY WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,Independent
LAWLERS LIQUORS,NAPA,Napa,,2232 JEFFERSON ST,Food Service,ABC License,Independent
LAWRENCE WINE ESTATES LLC,NAPA,Napa,,5445 SOLANO AVE,Food Service,ABC License,Independent
LEVENDI WINERY,NAPA,Napa,,1465 1ST STREET,Food Service,ABC License,Independent
LIBBY WINES,NAPA,Napa,,217 S MONTGOMERY ST,Food Service,ABC License,Independent
LINDSTROM WINES,NAPA,Napa,,5994 SILVERADO TRL,Food Service,ABC License,Independent
LIONS RUN WINERY,NAPA,Napa,,1721 PARTRICK RD,Food Service,ABC License,Independent
LITTLE INTERNATIONAL WINE SHOP,NAPA,Napa,,1010 OAKMONT CT,Food Service,ABC License,Independent
LITTLE WINE GUY THE,NAPA,Napa,,1247 WALNUT ST,Food Service,ABC License,Independent
LIVEFIRE PIZZA,NAPA,Napa,,610 1ST ST,Food Service,ABC License,Independent
LJ CRAFTED WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,Independent
LLAMAS FAMILY WINES,NAPA,Napa,,100 PARADISE DR,Food Service,ABC License,Independent
LOBBY BAR + LOUNGE,NAPA,Napa,,1230 & 1260 1ST ST,Bar,ABC License,Independent
LOCALISM WINE,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,Independent
LOCALISM WINES,NAPA,Napa,,201 DEVLIN RD,Food Service,ABC License,Independent
LOCANDA WINES LLC,NAPA,Napa,,660 AIRPARK RD,Food Service,ABC License,Independent
LOLAS MARKET,NAPA,Napa,,2750 OLD SONOMA RD,Food Service,ABC License,Independent
LONG-TERM WINE COMPANY,NAPA,Napa,,110 CAMINO ORUGA,Food Service,ABC License,Independent
LONGFELLOW WINE COMPANY,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,Independent
LOOKOUT RIDGE WINERY,NAPA,Napa,,110 CAMINO ORUGA ST,Food Service,ABC License,Independent
