Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
LARSON FAMILY WINERY INC,SONOMA,Sonoma,,23355 MILLERICK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LARUE WINES,SONOMA,Sonoma,,64 BONNEAU RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAS JARAS WINES,SONOMA,Sonoma,,1690 CARNEROS MEADOWS LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAS JARAS WINES  LLC,SONOMA,Sonoma,,363 FRANCE ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LASALETTE RESTAURANT,SONOMA,Sonoma,,452 1ST ST E,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LEAP OF GRAPES WINES,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LEDSON VINEYARD & WINERY,SONOMA,Sonoma,,21692 8TH ST E BLDG B,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LEDSON VINEYARD AND WINERY,SONOMA,Sonoma,,21692 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LEVY RESTAURANTS AT INFINEON RACEWAY,SONOMA,Sonoma,,29355 ARNOLD DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LLANDU ESTATE WINERY,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LMAO WINES,SONOMA,Sonoma,,21481 8TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LOS MOLCAJETES BAR & GRILL,SONOMA,Sonoma,,19101 SONOMA HWY,Bar,ABC License,INDEPENDENT,N/A,HIGH
MACLAREN WINE,SONOMA,Sonoma,,22020 CARNEROS VINEYARD WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MACROSTIE WINERY,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAGNOLIA WINE SERVICES,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARIONI WINES,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARY'S PIZZA SHACK,SONOMA,Sonoma,,8 & 14 W SPAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MATHIS WINE,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAYA RESTAURANT,SONOMA,Sonoma,,101 E NAPA ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MEADOWCROFT WINES,SONOMA,Sonoma,,23570 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MIGNANELLI WINERY,SONOMA,Sonoma,,21660 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOON HOLLOW WINERY,SONOMA,Sonoma,,481 1ST ST W,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MURPHYS IRISH PUB,SONOMA,Sonoma,,464 1ST ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NAKEDWINES.COM,SONOMA,Sonoma,,389 E 4TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NO FINE PRINT WINE CO,SONOMA,Sonoma,,21692 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NUGGET MARKET,SONOMA,Sonoma,,500 W NAPA ST,Food Service,ABC License,CHAIN,NUGGET MARKET,LOW
OBSIDIAN RIDGE WINE COMPANY,SONOMA,Sonoma,,134 CHURCH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OBSIDIAN WINE CO,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ODISEA WINE COMPANY,SONOMA,Sonoma,,531 1ST ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OLDE SONOMA PUBLIC HOUSE,SONOMA,Sonoma,,18615 SONOMA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OPAL MOON WINERY,SONOMA,Sonoma,,21660 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ORDAZ FAMILY WINES  LLC,SONOMA,Sonoma,,708 MARIANO DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OVERSHINE WINE CO,SONOMA,Sonoma,,64 BONNEAU RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PAINT HORSE WINERY,SONOMA,Sonoma,,16510 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PARKPOINT CLUB,SONOMA,Sonoma,,19111 SONOMA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PARKSIDE WINE BAR,SONOMA,Sonoma,,5 E NAPA ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
PASHA WINES,SONOMA,Sonoma,,19368 ORANGE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEDUNCLE WINE COMPANY,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PERSON WINE COMPANY,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PICAZO CAFE & DELI,SONOMA,Sonoma,,19100 ARNOLD DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PIED A TERRE WINES,SONOMA,Sonoma,,21660 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PONO WINES,SONOMA,Sonoma,,956 1ST ST W,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PROXY WINES LLC,SONOMA,Sonoma,,760 4TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUAIL RUN WINES,SONOMA,Sonoma,,855 QUAIL RUN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUARRY LAKE WINERY  SONOMA,SONOMA,Sonoma,,26200 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
R2 WINE COMPANY,SONOMA,Sonoma,,654 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RAM'S GATE WINERY,SONOMA,Sonoma,,28700 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RAMS GATE WINERY,SONOMA,Sonoma,,28700 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RED STITCH WINE GROUP,SONOMA,Sonoma,,1700 MOON MOUNTAIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
REPRIS WINES/TEXTURE,SONOMA,Sonoma,,35 E NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
REPRIS WINES/TEXTURE/PANGLOSS CELLARS,SONOMA,Sonoma,,21889 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RIPPEY WINE COMPANY  LLC,SONOMA,Sonoma,,4202 STAGE GULCH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RMK WINES,SONOMA,Sonoma,,21692 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROBLEDO FAMILY WINERY,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROCHE WINERY  LLC,SONOMA,Sonoma,,22097 BONNESS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROCK AND CLAY WINES LLC,SONOMA,Sonoma,,455 EASTIN DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROGER ROESSLER WINES,SONOMA,Sonoma,,654 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROMILILLY WINES,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,SONOMA,Sonoma,,201 W NAPA ST,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
SAMANDLA WINE IMPORTS,SONOMA,Sonoma,,20580 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SANGIACOMO FAMILY WINES,SONOMA,Sonoma,,21545 BROADWAY ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SCHUG WINERY,SONOMA,Sonoma,,602 BONNEAU RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SCRIBE WINERY,SONOMA,Sonoma,,2100 DENMARK ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SEAN MINOR WINES,SONOMA,Sonoma,,21007 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SERRES RANCH WINE,SONOMA,Sonoma,,16060 HWY 12,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SERRES RANCH WINE @ SONOMAS TUESDAY NIGHT CFM,SONOMA,Sonoma,,1 THE PLAZA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHIGE SUSHI,SONOMA,Sonoma,,19161 HIGHWAY 12,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SIMPATICO WINE COMPANY,SONOMA,Sonoma,,127 E NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SKYLARK WINE COMPANY,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMITH STORY WINE CELLARS,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOL REI WINE,SONOMA,Sonoma,,25 E NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA COLLECTION WINES,SONOMA,Sonoma,,22380 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA EATS,SONOMA,Sonoma,,18133 HIGHWAY 12,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SONOMA GOLF CLUB,SONOMA,Sonoma,,17700 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA GRILLE,SONOMA,Sonoma,,165 W NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA HARVEST WINERY,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA MARKET INC,SONOMA,Sonoma,,500 W NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA VALLEY CUSTOM WINE,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SONOMA VALLEY MARKET,SONOMA,Sonoma,,990 GROVE ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOPHIE JAMES WINES,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOSIE WINES,SONOMA,Sonoma,,25 E NAPA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPREAD KITCHEN,SONOMA,Sonoma,,18375 SONOMA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STARWINE,SONOMA,Sonoma,,11 E NAPA ST  UNIT B,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STEINERS TAVERN,SONOMA,Sonoma,,465 1ST ST W,Bar,ABC License,INDEPENDENT,N/A,HIGH
STONE EDGE FARM ESTATE VINEYARDS & WINERY,SONOMA,Sonoma,,21200 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STONE EDGE WINERY,SONOMA,Sonoma,,21692 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STONE EDGE WINERY LLC,SONOMA,Sonoma,,21692 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TALISMAN WINES LLC,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THIRTY-SEVEN WINES,SONOMA,Sonoma,,3000 SEARS POINT RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THREE FAT GUYS WINES,SONOMA,Sonoma,,20816 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THREE WINE COMPANY,SONOMA,Sonoma,,115 SPECHT RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TIN BARN VINEYARDS,SONOMA,Sonoma,,21692 8TH ST E,Bar,ABC License,INDEPENDENT,N/A,HIGH
TINY VINEYARDS WINE COMPANY LLC,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOGNETTI FAMILY WINERY LLC,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOPOPHILIA WINE CO,SONOMA,Sonoma,,660 W VERANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TROIKA WINES,SONOMA,Sonoma,,22985 BURNDALE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TWO SHADOWS WINE LLC,SONOMA,Sonoma,,2120 ARROWHEAD MOUNTAIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
URBAN PRESS WINERY,SONOMA,Sonoma,,21481 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
V2 WINE GROUP,SONOMA,Sonoma,,584 1ST ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VALLEY OF THE MOON GUN CLUB INC,SONOMA,Sonoma,,27000 BURNDALE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VALLEY SWIM CLUB,SONOMA,Sonoma,,18709 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VIANSA WINERY,SONOMA,Sonoma,,25200 ARNOLD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VIGIL FAMILY WINES LLC,SONOMA,Sonoma,,22985 BURNDALE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINCA MINOR - WINE,SONOMA,Sonoma,,21481 8TH ST. E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINEBURG GROCERY & DELI,SONOMA,Sonoma,,997 NAPA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINEYARD MARKET LLC,SONOMA,Sonoma,,18971 SONOMA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VIVIER WINES,SONOMA,Sonoma,,21660 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WALDELE FAMILY WINES,SONOMA,Sonoma,,330 ANDRIEUX ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WALT WINES,SONOMA,Sonoma,,380 1ST ST W,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WHOLE FOODS MARKET,SONOMA,Sonoma,,201 W NAPA ST,Food Service,ABC License,CHAIN,WHOLE FOODS,LOW
WILLIAM KNUTTEL WINERY  ROBIN K WINERY AND OTTIMIN,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINE COUNTRY CONNECT,SONOMA,Sonoma,,21775 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINECRAFT,SONOMA,Sonoma,,21684 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINERY 16600,SONOMA,Sonoma,,1700 MOON MOUNTAIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINERY DIRECT LLC,SONOMA,Sonoma,,20580 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINERY EXCHANGE,SONOMA,Sonoma,,4202 STAGE GULCH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINEXYZ  LLC,SONOMA,Sonoma,,21660 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WING & BARREL RANCH,SONOMA,Sonoma,,6600 NOBLE RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
WINGS WINE COMPANY LLC,SONOMA,Sonoma,,20580 8TH ST E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STEWARTS POINT STORE,STEWARTS POINT,Sonoma,,32000 COAST HIGHWAY 1,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ESTERO CAFE,VALLEY FORD,Sonoma,,14450 HWY 1,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
VALLEY FORD MARKET,VALLEY FORD,Sonoma,,14400 COAST HWY 1,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALLEN WINE COMPANY,WINDSOR,Sonoma,,7763 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BALDASSARI WINES,WINDSOR,Sonoma,,9058 WINDSOR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BARLEY & BINE BEER CAFE,WINDSOR,Sonoma,,7765 BELL RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
BARREL BROTHERS BREWING COMPANY LLC,WINDSOR,Sonoma,,399 BUSINESS PARK CT,Bar,ABC License,INDEPENDENT,N/A,HIGH
BISHOP FORBES WINES,WINDSOR,Sonoma,,563 SHAGBARK ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROWNE FAMILY WINES  LLC,WINDSOR,Sonoma,,4525 SLUSSER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BRULIAM WINES,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAMPANA RANCH WINERY,WINDSOR,Sonoma,,3631 MARK WEST STATION RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CARLISLE WINERY & VINEYARDS LLC,WINDSOR,Sonoma,,6301 STARR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CLARICE WINE COMPANY,WINDSOR,Sonoma,,1058 ELSBREE LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COLAGROSSI WINES,WINDSOR,Sonoma,,7755 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COLLECTIBLE FINE WINE,WINDSOR,Sonoma,,7680 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CROATIAN PREMIUM WINE IMPORTS,WINDSOR,Sonoma,,830 DEN BESTE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 9931,WINDSOR,Sonoma,,9030 BROOKS RD S,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DEERING WINE,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DESMOND WINES,WINDSOR,Sonoma,,6820 STARR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DIANA'S MEXICAN RESTAURANT,WINDSOR,Sonoma,,8430 OLD REDWOOD HWY,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL TORO MARKET,WINDSOR,Sonoma,,8465 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EMERSON BROWN WINES,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EMERSON WINES,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ESTRELLA'A MARKET & TAQUERIA,WINDSOR,Sonoma,,10351 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EXPRESS WINE DELIVERY,WINDSOR,Sonoma,,7970 CAMERON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIVE S WINES,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FLAVOR BURGER CAFE,WINDSOR,Sonoma,,6560 HEMBREE LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FORIS VINEYARDS WINERY,WINDSOR,Sonoma,,825 DEN BESTE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GENUS WINES,WINDSOR,Sonoma,,9442 JESSICA DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GIGINO WINE IMPORTS,WINDSOR,Sonoma,,7970 CAMERON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GUERRERO FERNANDEZ WINERY,WINDSOR,Sonoma,,7724 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HIMALAYAN RESTAURANT,WINDSOR,Sonoma,,810 MCCLELLAND DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JACKSONS #292-REDWOOD MARKET,WINDSOR,Sonoma,,9120 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JIMMYS LAKESIDE GRILL,WINDSOR,Sonoma,,1320 19TH HOLE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KC'S AMERICAN KITCHEN,WINDSOR,Sonoma,,9501 DUVANDER LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA CREMA WINERY,WINDSOR,Sonoma,,3680/3690 LAUGHLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LANDO WINES,WINDSOR,Sonoma,,8508 TRIONE CIR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LEMUS FAMILY WINES LLC,WINDSOR,Sonoma,,8563 ZINFANDEL DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LUCUNDA WINES,WINDSOR,Sonoma,,6201 STARR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LUPES MEXICAN DINER,WINDSOR,Sonoma,,710 MCCLELLAND DR,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MAKER WINE,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARCASSIN WINE COMPANY,WINDSOR,Sonoma,,7331 CONDE LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARTIN'S MARKET,WINDSOR,Sonoma,,10333 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARTINELLI WINERY,WINDSOR,Sonoma,,3360 RIVER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARY'S PIZZA SHACK,WINDSOR,Sonoma,,9010 BROOKS RD S,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MD LIQUOR & FOOD,WINDSOR,Sonoma,,8499 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MONROY WINES,WINDSOR,Sonoma,,948 ROBBIE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKES PIZZA,WINDSOR,Sonoma,,6580 HEMBREE LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MUTT LYNCH WINERY INC,WINDSOR,Sonoma,,9050 WINDSOR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NOTRE VUE ESTATE WINE GROUP  INC.,WINDSOR,Sonoma,,10810 HILLVIEW RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OAK TREE WINERY,WINDSOR,Sonoma,,9086 WINDSOR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OLIVERS MARKET,WINDSOR,Sonoma,,9230 OLD REDWOOD HIGHWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OUTPOST WINES,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PARADISE BURGER AND KITCHEN,WINDSOR,Sonoma,,8465 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEDRONCELLI WINERY,WINDSOR,Sonoma,,825 DEN BESTE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEZCOW RESTAURANT,WINDSOR,Sonoma,,8465 OLD REDWOOD HWY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PIZZALEAH,WINDSOR,Sonoma,,9240 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
POHLEY'S MARKET,WINDSOR,Sonoma,,341 WINDSOR RIVER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PREMIER WINE BROKERS,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PUBLICAN THE,WINDSOR,Sonoma,,400 EMILY ROSE CIR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUICK SHOP & DELI,WINDSOR,Sonoma,,8197 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RANCHO COYOTE VINEYARDS & WINERY,WINDSOR,Sonoma,,11420 BROOKS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RANCHO SAN MIGUEL WINERY,WINDSOR,Sonoma,,2912 WOOLSEY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
REGAL WINE COMPANY & ROYAL WINE COMPANY,WINDSOR,Sonoma,,1190 KITTYHAWK BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RIVER WEST WINES,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,WINDSOR,Sonoma,,8499 OLD REDWOOD HWY,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
RUSSIAN HILL ESTATE WINERY,WINDSOR,Sonoma,,4525 SLUSSER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RUSSIAN RIVER WINES,WINDSOR,Sonoma,,1200 AMERICAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVOR VIETNAMESE CUISINE,WINDSOR,Sonoma,,8970 BROOKS RD S,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUPER SONOMAN WINE,WINDSOR,Sonoma,,7730 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SWEET T'S RESTAURANT + BAR,WINDSOR,Sonoma,,9098 BROOKS RD S,Bar,ABC License,INDEPENDENT,N/A,HIGH
THE SETTING WINES,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOMI THAI RESTAURANT,WINDSOR,Sonoma,,426 EMILY ROSE CIR,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
UME JAPANESE BISTRO,WINDSOR,Sonoma,,8710 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINO VALPREDO WINE COMPANY,WINDSOR,Sonoma,,9006 WINDSOR RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WAGS & WINE  LLC,WINDSOR,Sonoma,,7755 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINDSOR BAR & GRILL,WINDSOR,Sonoma,,8757 OLD REDWOOD HWY,Bar,ABC License,INDEPENDENT,N/A,HIGH
WINDSOR GOLF CLUB,WINDSOR,Sonoma,,1340 19TH HOLE DRIVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINDSOR MARKET 7,WINDSOR,Sonoma,,9025 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINDSOR PALMS MARKET,WINDSOR,Sonoma,,8465 OLD REDWOOD HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINE GUY & WINE GAL,WINDSOR,Sonoma,,800 EDGEWOOD PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINESHIPPING.COM,WINDSOR,Sonoma,,830 DEN BESTE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINGSTOP,WINDSOR,Sonoma,,6500 HEMBREE LN  STE 205,Food Service,ABC License,INDEPENDENT,N/A,HIGH
YINKENG RESTAURANT,WINDSOR,Sonoma,,8840 LAKEWOOD DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
YUNMEN WINE AMERICA,WINDSOR,Sonoma,,7970 CAMERON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ZOUZOUNIS WINERY,WINDSOR,Sonoma,,7680 BELL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CACHE CREEK MINI MART,BROOKS,Yolo,,14150 WINNERS WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
